score	annot	celltype
chr1-160400213-160400713	1	Conserved	Myofibroblasts
chr1-162688445-162688945	1	Conserved	Myofibroblasts
chr1-172144596-1721450961	1	Conserved	Myofibroblasts
chr1-176693605-176694105	1	Conserved	Myofibroblasts
chr1-178938875-1789393751	1	Conserved	Myofibroblasts
chr1-184622154-1846226541	1	Conserved	Myofibroblasts
chr1-184882516-184883016	1	Conserved	Myofibroblasts
chr1-184974272-184974772	1	Conserved	Myofibroblasts
chr1-186680088-186680588	1	Conserved	Myofibroblasts
chr1-192489716-192490216	1	Conserved	Myofibroblasts
chr1-201468493-201468993	1	Conserved	Myofibroblasts
chr1-201469005-2014695051	1	Conserved	Myofibroblasts
chr1-201491738-201492238	1	Conserved	Myofibroblasts
chr1-201500569-201501069	1	Conserved	Myofibroblasts
chr1-201503419-201503919	1	Conserved	Myofibroblasts
chr1-201888321-201888821	1	Conserved	Myofibroblasts
chr1-201889187-201889687	1	Conserved	Myofibroblasts
chr1-201897044-201897544	1	Conserved	Myofibroblasts
chr1-201904586-201905086	1	Conserved	Myofibroblasts
chr1-201912794-201913294	1	Conserved	Myofibroblasts
chr1-201917574-201918074	1	Conserved	Myofibroblasts
chr1-201946344-201946844	1	Conserved	Myofibroblasts
chr1-202505843-202506343	0.980000019073486	Conserved	Myofibroblasts
chr1-202589118-2025896182	1	Conserved	Myofibroblasts
chr1-203310916-2033114161	1	Conserved	Myofibroblasts
chr1-203408417-203408917	1	Conserved	Myofibroblasts
chr1-203555906-2035564061	1	Conserved	Myofibroblasts
chr1-203556415-203556915	1	Conserved	Myofibroblasts
chr1-203557360-203557860	1	Conserved	Myofibroblasts
chr1-203558251-203558751	1	Conserved	Myofibroblasts
chr1-203626507-203627007	1	Conserved	Myofibroblasts
chr1-203650284-203650784	1	Conserved	Myofibroblasts
chr1-203667458-203667958	1	Conserved	Myofibroblasts
chr1-203672278-203672778	1	Conserved	Myofibroblasts
chr1-203693102-2036936021	1	Conserved	Myofibroblasts
chr1-210232495-210232995	1	Conserved	Myofibroblasts
chr1-210251189-210251689	1	Conserved	Myofibroblasts
chr1-214551025-2145515251	1	Conserved	Myofibroblasts
chr1-214551564-2145520643	1	Conserved	Myofibroblasts
chr1-220818722-2208192221	1	Conserved	Myofibroblasts
chr1-220879046-2208795462	1	Conserved	Myofibroblasts
chr1-220894065-220894565	1	Conserved	Myofibroblasts
chr1-226549782-226550282	1	Conserved	Myofibroblasts
chr1-226821274-2268217741	1	Conserved	Myofibroblasts
chr1-239386328-2393868281	1	Conserved	Myofibroblasts
chr2-1742901-17434011	1	Conserved	Myofibroblasts
chr2-1743692-1744192	1	Conserved	Myofibroblasts
chr2-1744310-17448101	1	Conserved	Myofibroblasts
chr2-1817374-1817874	1	Conserved	Myofibroblasts
chr2-9206474-9206974	1	Conserved	Myofibroblasts
chr2-12684343-12684843	1	Conserved	Myofibroblasts
chr2-17538793-17539293	1	Conserved	Myofibroblasts
chr2-17878350-17878850	1	Conserved	Myofibroblasts
chr2-18976423-18976923	1	Conserved	Myofibroblasts
chr2-19347823-19348323	1	Conserved	Myofibroblasts
chr2-20635721-20636221	1	Conserved	Myofibroblasts
chr2-20637064-20637564	1	Conserved	Myofibroblasts
chr2-23384875-23385375	1	Conserved	Myofibroblasts
chr2-23385630-23386130	1	Conserved	Myofibroblasts
chr2-23386305-23386805	1	Conserved	Myofibroblasts
chr2-23386868-23387368	1	Conserved	Myofibroblasts
chr2-23425511-23427011	1	Conserved	Myofibroblasts
chr2-23523585-23524085	1	Conserved	Myofibroblasts
chr2-23524249-23524749	1	Conserved	Myofibroblasts
chr2-23596235-23596735	1	Conserved	Myofibroblasts
chr2-23602068-23602568	1	Conserved	Myofibroblasts
chr2-23617406-23617906	1	Conserved	Myofibroblasts
chr2-27078293-270787931	1	Conserved	Myofibroblasts
chr2-28300895-28301395	1	Conserved	Myofibroblasts
chr2-37626154-37626654	1	Conserved	Myofibroblasts
chr2-37858288-37858788	1	Conserved	Myofibroblasts
chr2-40451902-40452402	1	Conserved	Myofibroblasts
chr2-43636958-436374581	1	Conserved	Myofibroblasts
chr2-45009345-450098451	1	Conserved	Myofibroblasts
chr2-46662672-46663172	1	Conserved	Myofibroblasts
chr2-46666212-46666712	1	Conserved	Myofibroblasts
chr2-47007396-47007896	1	Conserved	Myofibroblasts
chr2-47058152-47058652	1	Conserved	Myofibroblasts
chr2-66580945-66581445	1	Conserved	Myofibroblasts
chr2-66581501-66582001	1	Conserved	Myofibroblasts
chr2-66853581-66854081	1	Conserved	Myofibroblasts
chr2-69013060-690135601	1	Conserved	Myofibroblasts
chr2-73870032-73870532	1	Conserved	Myofibroblasts
chr2-73892502-73893002	1	Conserved	Myofibroblasts
chr2-74554465-74554965	1	Conserved	Myofibroblasts
chr2-95345456-953459561	1	Conserved	Myofibroblasts
chr2-95346201-95346701	1	Conserved	Myofibroblasts
chr2-96906591-96907091	1	Conserved	Myofibroblasts
chr2-96907307-969078071	1	Conserved	Myofibroblasts
chr2-96908025-969085251	1	Conserved	Myofibroblasts
chr2-96953268-96953768	1	Conserved	Myofibroblasts
chr2-100104618-100105118	1	Conserved	Myofibroblasts
chr2-120735618-1207361181	1	Conserved	Myofibroblasts
chr2-120825811-120826311	1	Conserved	Myofibroblasts
chr2-120867222-1208677221	1	Conserved	Myofibroblasts
chr2-149330202-1493307021	1	Conserved	Myofibroblasts
chr2-153478615-153479115	1	Conserved	Myofibroblasts
chr2-167292739-167293239	1	Conserved	Myofibroblasts
chr2-167293257-167293757	1	Conserved	Myofibroblasts
chr2-168699736-168700236	1	Conserved	Myofibroblasts
chr2-169733668-169734168	1	Conserved	Myofibroblasts
chr2-176129994-176130494	1	Conserved	Myofibroblasts
chr2-186693779-186694279	1	Conserved	Myofibroblasts
chr2-188291109-1882921091	1	Conserved	Myofibroblasts
chr2-188292502-1882930021	1	Conserved	Myofibroblasts
chr2-188975623-188976123	1	Conserved	Myofibroblasts
chr2-191942293-191942793	1	Conserved	Myofibroblasts
chr2-205697138-205697638	1	Conserved	Myofibroblasts
chr2-205708105-205708605	1	Conserved	Myofibroblasts
chr2-207258479-207258979	1	Conserved	Myofibroblasts
chr2-215624309-215624809	1	Conserved	Myofibroblasts
chr2-215722053-215722553	1	Conserved	Myofibroblasts
chr2-215784252-215784752	1	Conserved	Myofibroblasts
chr2-216799960-216800460	1	Conserved	Myofibroblasts
chr2-217249845-2172503451	1	Conserved	Myofibroblasts
chr2-217939532-217940032	1	Conserved	Myofibroblasts
chr2-217943880-217944380	1	Conserved	Myofibroblasts
chr2-219404943-219405443	1	Conserved	Myofibroblasts
chr2-219406817-219407317	1	Conserved	Myofibroblasts
chr2-219417239-219417739	1	Conserved	Myofibroblasts
chr2-219418088-2194185881	1	Conserved	Myofibroblasts
chr2-219442275-219442775	1	Conserved	Myofibroblasts
chr2-219444703-219445203	1	Conserved	Myofibroblasts
chr2-219447449-219447949	1	Conserved	Myofibroblasts
chr2-219448344-219448844	1	Conserved	Myofibroblasts
chr2-219452518-219453018	1	Conserved	Myofibroblasts
chr2-219453638-219454138	1	Conserved	Myofibroblasts
chr2-219459398-219459898	1	Conserved	Myofibroblasts
chr2-219460557-2194610571	1	Conserved	Myofibroblasts
chr2-219461123-219461623	1	Conserved	Myofibroblasts
chr2-219522028-219522528	1	Conserved	Myofibroblasts
chr2-219522660-219523160	1	Conserved	Myofibroblasts
chr2-222994232-222994732	1	Conserved	Myofibroblasts
chr2-226631600-226632100	1	Conserved	Myofibroblasts
chr2-237291326-237291826	1	Conserved	Myofibroblasts
chr2-237315127-237315627	1	Conserved	Myofibroblasts
chr2-237315779-237316279	1	Conserved	Myofibroblasts
chr2-238523124-238523624	1	Conserved	Myofibroblasts
chr3-27319803-27320303	1	Conserved	Myofibroblasts
chr3-27326577-27327077	1	Conserved	Myofibroblasts
chr3-29335405-29335905	1	Conserved	Myofibroblasts
chr3-42654210-42654710	1	Conserved	Myofibroblasts
chr3-42654742-42655242	1	Conserved	Myofibroblasts
chr3-44584606-44585106	1	Conserved	Myofibroblasts
chr3-49171286-49171786	1	Conserved	Myofibroblasts
chr3-50674648-50675148	1	Conserved	Myofibroblasts
chr3-54122188-54122688	1	Conserved	Myofibroblasts
chr3-58167275-58167775	1	Conserved	Myofibroblasts
chr3-64150810-64151310	1	Conserved	Myofibroblasts
chr3-64187007-641875071	1	Conserved	Myofibroblasts
chr3-64187578-64188078	1	Conserved	Myofibroblasts
chr3-64267947-64268447	1	Conserved	Myofibroblasts
chr3-64684600-64685100	1	Conserved	Myofibroblasts
chr3-64685206-64685706	1	Conserved	Myofibroblasts
chr3-64685710-646862102	1	Conserved	Myofibroblasts
chr3-64687875-646883751	1	Conserved	Myofibroblasts
chr3-65170671-65171171	1	Conserved	Myofibroblasts
chr3-66557143-66557643	1	Conserved	Myofibroblasts
chr3-73516652-73517152	1	Conserved	Myofibroblasts
chr3-73520977-73521477	1	Conserved	Myofibroblasts
chr3-86990372-86990872	1	Conserved	Myofibroblasts
chr3-86990964-869914641	1	Conserved	Myofibroblasts
chr3-100492238-1004927381	1	Conserved	Myofibroblasts
chr3-100993238-100993738	1	Conserved	Myofibroblasts
chr3-113211279-1132117791	1	Conserved	Myofibroblasts
chr3-113211853-1132123531	1	Conserved	Myofibroblasts
chr3-120421115-120421615	1	Conserved	Myofibroblasts
chr3-120450776-1204512762	1	Conserved	Myofibroblasts
chr3-123370771-123371271	1	Conserved	Myofibroblasts
chr3-123385032-123385532	1	Conserved	Myofibroblasts
chr3-123402071-123402571	1	Conserved	Myofibroblasts
chr3-123449476-123449976	1	Conserved	Myofibroblasts
chr3-123618710-123619710	1	Conserved	Myofibroblasts
chr3-123620325-123620825	1	Conserved	Myofibroblasts
chr3-123632254-123632754	1	Conserved	Myofibroblasts
chr3-123700882-123701382	1	Conserved	Myofibroblasts
chr3-127786266-127786766	1	Conserved	Myofibroblasts
chr3-138114880-138115380	1	Conserved	Myofibroblasts
chr3-138115390-138115890	1	Conserved	Myofibroblasts
chr3-142209616-142210116	1	Conserved	Myofibroblasts
chr3-146160989-146161489	1	Conserved	Myofibroblasts
chr3-146161560-146162060	1	Conserved	Myofibroblasts
chr3-159762877-1597633771	1	Conserved	Myofibroblasts
chr3-159763457-1597639572	1	Conserved	Myofibroblasts
chr3-159764152-1597646521	1	Conserved	Myofibroblasts
chr3-159765026-1597655261	1	Conserved	Myofibroblasts
chr3-160180732-160181232	1	Conserved	Myofibroblasts
chr3-173395392-1733958921	1	Conserved	Myofibroblasts
chr3-173397610-1733981102	1	Conserved	Myofibroblasts
chr3-179451300-1794518002	1	Conserved	Myofibroblasts
chr3-188051649-188052149	1	Conserved	Myofibroblasts
chr3-188052274-188052774	1	Conserved	Myofibroblasts
chr3-190120201-190120701	1	Conserved	Myofibroblasts
chr3-190120718-190121218	1	Conserved	Myofibroblasts
chr4-5710939-5711439	1	Conserved	Myofibroblasts
chr4-26483868-26484368	1	Conserved	Myofibroblasts
chr4-37885447-37885947	1	Conserved	Myofibroblasts
chr4-57109583-571100831	1	Conserved	Myofibroblasts
chr4-57110227-571107272	1	Conserved	Myofibroblasts
chr4-76738347-76738847	1	Conserved	Myofibroblasts
chr4-79823392-79823892	1	Conserved	Myofibroblasts
chr4-81030444-810309441	1	Conserved	Myofibroblasts
chr4-87529154-87529654	1	Conserved	Myofibroblasts
chr4-88017873-880183731	1	Conserved	Myofibroblasts
chr4-88018411-88018911	1	Conserved	Myofibroblasts
chr4-88697641-88698141	1	Conserved	Myofibroblasts
chr4-107243233-107243733	1	Conserved	Myofibroblasts
chr4-113979377-113979877	1	Conserved	Myofibroblasts
chr4-118939100-118939600	1	Conserved	Myofibroblasts
chr4-119026998-119027498	1	Conserved	Myofibroblasts
chr4-122826450-122826950	1	Conserved	Myofibroblasts
chr4-122827244-122827744	1	Conserved	Myofibroblasts
chr4-133148930-133149430	1	Conserved	Myofibroblasts
chr4-137532284-1375327841	1	Conserved	Myofibroblasts
chr4-143294262-143294762	1	Conserved	Myofibroblasts
chr4-145732836-145733336	1	Conserved	Myofibroblasts
chr4-145734540-145735040	1	Conserved	Myofibroblasts
chr4-150337698-1503381981	1	Conserved	Myofibroblasts
chr4-150581620-1505821201	1	Conserved	Myofibroblasts
chr4-150582694-150583194	1	Conserved	Myofibroblasts
chr4-150591446-150591946	1	Conserved	Myofibroblasts
chr4-155666949-155667449	1	Conserved	Myofibroblasts
chr4-155667455-155667955	1	Conserved	Myofibroblasts
chr4-155758741-155759241	1	Conserved	Myofibroblasts
chr4-155759813-155760313	1	Conserved	Myofibroblasts
chr4-158164802-158165302	1	Conserved	Myofibroblasts
chr4-168815890-168816390	1	Conserved	Myofibroblasts
chr4-168816603-1688171031	1	Conserved	Myofibroblasts
chr4-176001064-176001564	1	Conserved	Myofibroblasts
chr4-176065636-1760661361	1	Conserved	Myofibroblasts
chr4-182144270-182144770	1	Conserved	Myofibroblasts
chr4-185535335-185535835	1	Conserved	Myofibroblasts
chr5-472886-473386	1	Conserved	Myofibroblasts
chr5-6704216-67047161	1	Conserved	Myofibroblasts
chr5-7395824-7396324	1	Conserved	Myofibroblasts
chr5-14440742-144412421	1	Conserved	Myofibroblasts
chr5-15499851-155003511	1	Conserved	Myofibroblasts
chr5-36495002-36495502	1	Conserved	Myofibroblasts
chr5-37840189-37840689	1	Conserved	Myofibroblasts
chr5-51383092-51383592	1	Conserved	Myofibroblasts
chr5-60387006-60387506	1	Conserved	Myofibroblasts
chr5-68171062-68171562	1	Conserved	Myofibroblasts
chr5-72108050-72108550	1	Conserved	Myofibroblasts
chr5-108728094-1087285941	1	Conserved	Myofibroblasts
chr5-114055219-1140562201	1	Conserved	Myofibroblasts
chr5-123036487-123036987	1	Conserved	Myofibroblasts
chr5-123089011-123090513	1	Conserved	Myofibroblasts
chr5-132257369-132257869	1	Conserved	Myofibroblasts
chr5-132259098-132259598	1	Conserved	Myofibroblasts
chr5-132265650-132266150	1	Conserved	Myofibroblasts
chr5-135243859-135244359	1	Conserved	Myofibroblasts
chr5-136058318-1360588181	1	Conserved	Myofibroblasts
chr5-140042575-140043576	1	Conserved	Myofibroblasts
chr5-147509783-1475102832	1	Conserved	Myofibroblasts
chr5-149381825-149382325	1	Conserved	Myofibroblasts
chr5-149383338-149383838	1	Conserved	Myofibroblasts
chr5-149389587-149390087	1	Conserved	Myofibroblasts
chr5-149406551-1494070511	1	Conserved	Myofibroblasts
chr5-149412675-149413175	1	Conserved	Myofibroblasts
chr5-149414321-149414821	1	Conserved	Myofibroblasts
chr5-149417368-149417868	1	Conserved	Myofibroblasts
chr5-149419895-149420395	1	Conserved	Myofibroblasts
chr5-149420465-149420965	1	Conserved	Myofibroblasts
chr5-149422638-1494231381	1	Conserved	Myofibroblasts
chr5-149423736-149424236	1	Conserved	Myofibroblasts
chr5-149424310-149424810	1	Conserved	Myofibroblasts
chr5-149430198-1494306981	1	Conserved	Myofibroblasts
chr5-149430729-149431229	1	Conserved	Myofibroblasts
chr5-149431255-149431755	1	Conserved	Myofibroblasts
chr5-149777393-149777893	1	Conserved	Myofibroblasts
chr5-157370909-157371409	1	Conserved	Myofibroblasts
chr5-157384865-157385365	1	Conserved	Myofibroblasts
chr5-157459836-157460336	1	Conserved	Myofibroblasts
chr5-166978673-166979173	1	Conserved	Myofibroblasts
chr5-168086181-168086681	1	Conserved	Myofibroblasts
chr5-169300888-169301388	1	Conserved	Myofibroblasts
chr5-170389197-170389697	1	Conserved	Myofibroblasts
chr5-172559021-172559521	1	Conserved	Myofibroblasts
chr5-172640936-172641436	1	Conserved	Myofibroblasts
chr5-172641489-172641989	1	Conserved	Myofibroblasts
chr5-172642435-172643435	1	Conserved	Myofibroblasts
chr5-172740687-172741187	1	Conserved	Myofibroblasts
chr5-172920415-172920915	1	Conserved	Myofibroblasts
chr5-177473446-177473946	1	Conserved	Myofibroblasts
chr5-177490259-177490759	1	Conserved	Myofibroblasts
chr5-177494538-1774950381	1	Conserved	Myofibroblasts
chr5-177495349-1774958492	1	Conserved	Myofibroblasts
chr5-179345281-1793457811	1	Conserved	Myofibroblasts
chr6-1389296-13897961	1	Conserved	Myofibroblasts
chr6-1396845-1397345	1	Conserved	Myofibroblasts
chr6-14477149-14477649	1	Conserved	Myofibroblasts
chr6-17393366-173938661	1	Conserved	Myofibroblasts
chr6-17473519-17474019	1	Conserved	Myofibroblasts
chr6-19804585-19805085	1	Conserved	Myofibroblasts
chr6-20212302-202128023	1	Conserved	Myofibroblasts
chr6-29649881-29650381	1	Conserved	Myofibroblasts
chr6-30686491-306869912	1	Conserved	Myofibroblasts
chr6-30687144-306876442	1	Conserved	Myofibroblasts
chr6-33433500-33434000	1	Conserved	Myofibroblasts
chr6-35486046-35486546	1	Conserved	Myofibroblasts
chr6-39725231-39725731	1	Conserved	Myofibroblasts
chr6-39792102-39792602	1	Conserved	Myofibroblasts
chr6-42452973-424534731	1	Conserved	Myofibroblasts
chr6-56370000-56370500	1	Conserved	Myofibroblasts
chr6-56370542-563710421	1	Conserved	Myofibroblasts
chr6-79233701-79234201	1	Conserved	Myofibroblasts
chr6-79234498-792349981	1	Conserved	Myofibroblasts
chr6-99349158-99349658	1	Conserved	Myofibroblasts
chr6-99349738-99350238	1	Conserved	Myofibroblasts
chr6-110329670-110330170	1	Conserved	Myofibroblasts
chr6-116370649-1163711491	1	Conserved	Myofibroblasts
chr6-116371487-1163719871	1	Conserved	Myofibroblasts
chr6-135922055-135922555	1	Conserved	Myofibroblasts
chr6-135922689-135923189	1	Conserved	Myofibroblasts
chr6-148746682-1487476831	1	Conserved	Myofibroblasts
chr6-151239426-151239926	1	Conserved	Myofibroblasts
chr6-151240030-1512405301	1	Conserved	Myofibroblasts
chr6-151241071-151241571	1	Conserved	Myofibroblasts
chr6-152381070-1523815701	1	Conserved	Myofibroblasts
chr6-154410494-154410994	1	Conserved	Myofibroblasts
chr6-154448415-154448915	1	Conserved	Myofibroblasts
chr6-165987933-165988433	1	Conserved	Myofibroblasts
chr6-165988694-165989194	1	Conserved	Myofibroblasts
chr6-166005342-166005842	1	Conserved	Myofibroblasts
chr6-166005895-166006395	1	Conserved	Myofibroblasts
chr6-169529864-169530364	1	Conserved	Myofibroblasts
chr7-5554927-5555427	1	Conserved	Myofibroblasts
chr7-19117256-191177561	1	Conserved	Myofibroblasts
chr7-20330409-203309091	1	Conserved	Myofibroblasts
chr7-27098283-27098783	1	Conserved	Myofibroblasts
chr7-27098787-27099287	1	Conserved	Myofibroblasts
chr7-27130154-271306542	1	Conserved	Myofibroblasts
chr7-27130669-271311692	1	Conserved	Myofibroblasts
chr7-27165303-27165803	1	Conserved	Myofibroblasts
chr7-27172759-271732591	1	Conserved	Myofibroblasts
chr7-27173409-27173909	1	Conserved	Myofibroblasts
chr7-27184275-27184775	1	Conserved	Myofibroblasts
chr7-27185055-27185555	1	Conserved	Myofibroblasts
chr7-29989607-29990107	1	Conserved	Myofibroblasts
chr7-30911498-309119981	1	Conserved	Myofibroblasts
chr7-41955822-419563221	1	Conserved	Myofibroblasts
chr7-42236281-422372821	1	Conserved	Myofibroblasts
chr7-42237348-422378481	1	Conserved	Myofibroblasts
chr7-42237859-422383591	1	Conserved	Myofibroblasts
chr7-42453977-42454477	1	Conserved	Myofibroblasts
chr7-69598023-695985232	1	Conserved	Myofibroblasts
chr7-69598586-69599086	1	Conserved	Myofibroblasts
chr7-74027733-740282332	1	Conserved	Myofibroblasts
chr7-74062069-74062569	1	Conserved	Myofibroblasts
chr7-76294592-762950921	1	Conserved	Myofibroblasts
chr7-79452076-794525762	1	Conserved	Myofibroblasts
chr7-79453706-794542062	1	Conserved	Myofibroblasts
chr7-79454223-794547231	1	Conserved	Myofibroblasts
chr7-80134521-80135021	1	Conserved	Myofibroblasts
chr7-80918921-809194211	1	Conserved	Myofibroblasts
chr7-84194827-84195327	1	Conserved	Myofibroblasts
chr7-84196116-84196616	1	Conserved	Myofibroblasts
chr7-94295751-94296251	1	Conserved	Myofibroblasts
chr7-94297391-942978911	1	Conserved	Myofibroblasts
chr7-94374150-94374650	1	Conserved	Myofibroblasts
chr7-94375142-943756421	1	Conserved	Myofibroblasts
chr7-94394482-943949821	1	Conserved	Myofibroblasts
chr7-94395358-943958581	1	Conserved	Myofibroblasts
chr7-107960226-107960726	1	Conserved	Myofibroblasts
chr7-116524494-1165249941	1	Conserved	Myofibroblasts
chr7-116526013-1165265131	1	Conserved	Myofibroblasts
chr7-128830069-1288305691	1	Conserved	Myofibroblasts
chr7-128831394-1288318941	1	Conserved	Myofibroblasts
chr7-128831998-1288324981	1	Conserved	Myofibroblasts
chr7-134778791-134779291	1	Conserved	Myofibroblasts
chr7-134779298-1347797981	1	Conserved	Myofibroblasts
chr7-134790207-134790707	1	Conserved	Myofibroblasts
chr7-134827898-134828398	1	Conserved	Myofibroblasts
chr7-135748620-135749120	1	Conserved	Myofibroblasts
chr7-143881851-1438823511	1	Conserved	Myofibroblasts
chr7-143901967-1439024672	1	Conserved	Myofibroblasts
chr7-150955038-150955538	1	Conserved	Myofibroblasts
chr7-150955657-150956157	1	Conserved	Myofibroblasts
chr7-150972035-150972535	1	Conserved	Myofibroblasts
chr7-153747903-153748403	0.5	Conserved	Myofibroblasts
chr8-8809331-8809831	1	Conserved	Myofibroblasts
chr8-13093499-13093999	1	Conserved	Myofibroblasts
chr8-23335850-233363503	1	Conserved	Myofibroblasts
chr8-23336363-233368631	1	Conserved	Myofibroblasts
chr8-23343586-23344086	1	Conserved	Myofibroblasts
chr8-23345161-23345661	1	Conserved	Myofibroblasts
chr8-23403122-23403622	1	Conserved	Myofibroblasts
chr8-23403977-234044771	1	Conserved	Myofibroblasts
chr8-28183690-28184190	1	Conserved	Myofibroblasts
chr8-30215634-302161341	1	Conserved	Myofibroblasts
chr8-30562918-30563418	1	Conserved	Myofibroblasts
chr8-37637274-37637774	1	Conserved	Myofibroblasts
chr8-37637823-37638323	1	Conserved	Myofibroblasts
chr8-38450645-384511451	1	Conserved	Myofibroblasts
chr8-38468411-384689111	1	Conserved	Myofibroblasts
chr8-38527967-38528467	1	Conserved	Myofibroblasts
chr8-38769570-38770070	1	Conserved	Myofibroblasts
chr8-38770231-387707311	1	Conserved	Myofibroblasts
chr8-38770953-38771453	1	Conserved	Myofibroblasts
chr8-38936562-38937062	1	Conserved	Myofibroblasts
chr8-47659337-476598371	1	Conserved	Myofibroblasts
chr8-88327331-88327831	1	Conserved	Myofibroblasts
chr8-88327921-88328421	1	Conserved	Myofibroblasts
chr8-88328496-88328996	1	Conserved	Myofibroblasts
chr8-92101336-92101836	1	Conserved	Myofibroblasts
chr8-92103128-921036281	1	Conserved	Myofibroblasts
chr8-94303596-94304096	1	Conserved	Myofibroblasts
chr8-96493437-964939372	1	Conserved	Myofibroblasts
chr8-96494005-964945051	1	Conserved	Myofibroblasts
chr8-108787372-1087878721	1	Conserved	Myofibroblasts
chr8-116938220-116938720	1	Conserved	Myofibroblasts
chr8-120027692-120028192	1	Conserved	Myofibroblasts
chr8-123499509-123500009	1	Conserved	Myofibroblasts
chr8-123653642-123654142	1	Conserved	Myofibroblasts
chr8-125556266-125556766	1	Conserved	Myofibroblasts
chr8-141367052-141367552	1	Conserved	Myofibroblasts
chr8-142402996-142403496	1	Conserved	Myofibroblasts
chr8-143950693-143951193	1	Conserved	Myofibroblasts
chr8-144266166-144266666	1	Conserved	Myofibroblasts
chr9-4084429-4084929	1	Conserved	Myofibroblasts
chr9-16704538-16705038	1	Conserved	Myofibroblasts
chr9-16705118-167056181	1	Conserved	Myofibroblasts
chr9-16870526-168710261	1	Conserved	Myofibroblasts
chr9-17134700-17135200	1	Conserved	Myofibroblasts
chr9-21031325-21031825	1	Conserved	Myofibroblasts
chr9-35538625-355391252	1	Conserved	Myofibroblasts
chr9-35689742-356902421	1	Conserved	Myofibroblasts
chr9-35690509-35691009	1	Conserved	Myofibroblasts
chr9-35691191-35692191	1	Conserved	Myofibroblasts
chr9-35728170-35728670	1	Conserved	Myofibroblasts
chr9-68446773-68447273	1	Conserved	Myofibroblasts
chr9-70043697-70044197	1	Conserved	Myofibroblasts
chr9-70044607-70045107	1	Conserved	Myofibroblasts
chr9-70055807-70056307	1	Conserved	Myofibroblasts
chr9-70587090-70587590	1	Conserved	Myofibroblasts
chr9-76835481-76835981	1	Conserved	Myofibroblasts
chr9-86405742-86406242	1	Conserved	Myofibroblasts
chr9-87034049-87034549	1	Conserved	Myofibroblasts
chr9-87119201-87119701	1	Conserved	Myofibroblasts
chr9-91949477-91949977	1	Conserved	Myofibroblasts
chr9-91950029-919505291	1	Conserved	Myofibroblasts
chr9-95459155-95459655	1	Conserved	Myofibroblasts
chr9-98943613-98944113	1	Conserved	Myofibroblasts
chr9-98944130-98944630	1	Conserved	Myofibroblasts
chr9-98964800-98965300	1	Conserved	Myofibroblasts
chr9-107637543-1076380432	1	Conserved	Myofibroblasts
chr9-107750685-107751185	1	Conserved	Myofibroblasts
chr9-109745829-109746329	1	Conserved	Myofibroblasts
chr9-113056538-113057038	1	Conserved	Myofibroblasts
chr9-115117920-115118420	1	Conserved	Myofibroblasts
chr9-115118813-115119313	1	Conserved	Myofibroblasts
chr9-121566706-121567206	1	Conserved	Myofibroblasts
chr9-127122583-1271230832	1	Conserved	Myofibroblasts
chr9-128420557-128421057	1	Conserved	Myofibroblasts
chr9-129173951-129174451	1	Conserved	Myofibroblasts
chr9-129174686-1291751861	1	Conserved	Myofibroblasts
chr9-129460248-129460748	1	Conserved	Myofibroblasts
chr9-129482716-1294832161	1	Conserved	Myofibroblasts
chr9-129483459-1294839591	1	Conserved	Myofibroblasts
chr9-130172127-130172627	1	Conserved	Myofibroblasts
chr9-130172904-130173404	1	Conserved	Myofibroblasts
chr9-130173508-130174008	1	Conserved	Myofibroblasts
chr9-130187108-130187608	1	Conserved	Myofibroblasts
chr9-131608387-131608887	1	Conserved	Myofibroblasts
chr9-134641398-1346418981	1	Conserved	Myofibroblasts
chr9-134642200-1346427001	1	Conserved	Myofibroblasts
chr9-134642827-1346433271	1	Conserved	Myofibroblasts
chr9-134662105-134662605	1	Conserved	Myofibroblasts
chr9-134706873-134707373	1	Conserved	Myofibroblasts
chr9-134709459-134709959	1	Conserved	Myofibroblasts
chr9-136051969-136052469	1	Conserved	Myofibroblasts
chr10-5559577-5560077	1	Conserved	Myofibroblasts
chr10-7541063-7541563	1	Conserved	Myofibroblasts
chr10-18140109-18140609	1	Conserved	Myofibroblasts
chr10-18179856-18180356	1	Conserved	Myofibroblasts
chr10-29559988-29560488	1	Conserved	Myofibroblasts
chr10-29811651-29812151	1	Conserved	Myofibroblasts
chr10-30736803-30737303	1	Conserved	Myofibroblasts
chr10-37857447-37857947	1	Conserved	Myofibroblasts
chr10-51074181-51074681	1	Conserved	Myofibroblasts
chr10-51074718-51075218	1	Conserved	Myofibroblasts
chr10-69416202-69416702	1	Conserved	Myofibroblasts
chr10-69421923-69422423	1	Conserved	Myofibroblasts
chr10-73850717-73851217	1	Conserved	Myofibroblasts
chr10-73873708-73874208	1	Conserved	Myofibroblasts
chr10-73965989-73966489	1	Conserved	Myofibroblasts
chr10-75294782-75295282	1	Conserved	Myofibroblasts
chr10-75401644-754021442	1	Conserved	Myofibroblasts
chr10-76251942-762524421	1	Conserved	Myofibroblasts
chr10-76282202-76282702	1	Conserved	Myofibroblasts
chr10-76397406-76398406	1	Conserved	Myofibroblasts
chr10-76459011-76459511	1	Conserved	Myofibroblasts
chr10-76523832-76524332	1	Conserved	Myofibroblasts
chr10-77195032-77195532	1	Conserved	Myofibroblasts
chr10-77637568-77638068	1	Conserved	Myofibroblasts
chr10-77638242-77638742	1	Conserved	Myofibroblasts
